Wert,Anzahl
Ruolant,174
helt,34
nëve,12
hêrre,6
geselle,3
dëgen,3
man,3
vîant,1
milte,1
gegen,1
küene,1
guot,1
voget,1
gimme,1
êre,1
hergeselle,1
wîgant,1
künne,1
urkünde,1
