Wert,Anzahl
keiser,223
hêrre,71
Karl,55
voget,8
man,6
künic,5
rîche,4
veste,1
houbet,1
bluot,1
maere,1
knëht,1
nëve,1
oeheim,1
schalc,1
tân,1
kempfe,1
wîgant,1
